epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
753,18109.1,0.37509,0.29533,0.8625,0.97316,1,0.99451,0.97031,0.26517,0.23753,0.77538,0.00051104,0.00051104,0.00051104
754,18120.9,0.35633,0.29661,0.84299,0.97308,1,0.99439,0.97523,0.26253,0.23583,0.77584,0.00050906,0.00050906,0.00050906
755,18132.6,0.34857,0.26957,0.83017,0.97308,1,0.99439,0.97523,0.26253,0.23583,0.77584,0.00050708,0.00050708,0.00050708
756,18144.5,0.29641,0.26498,0.80618,0.97343,1,0.99439,0.97164,0.26065,0.23729,0.77563,0.0005051,0.0005051,0.0005051
757,18156.3,0.3988,0.3151,0.84402,0.97343,1,0.99439,0.97164,0.26065,0.23729,0.77563,0.00050312,0.00050312,0.00050312
758,18168.1,0.32369,0.2778,0.83989,0.96422,0.99821,0.99416,0.97256,0.26497,0.23746,0.77564,0.00050114,0.00050114,0.00050114
759,18179.9,0.33148,0.27564,0.81092,0.96422,0.99821,0.99416,0.97256,0.26497,0.23746,0.77564,0.00049916,0.00049916,0.00049916
760,18191.7,0.35925,0.28529,0.81062,0.96422,0.99825,0.99416,0.97192,0.26537,0.2361,0.77545,0.00049718,0.00049718,0.00049718
761,18203.4,0.34564,0.29305,0.82182,0.96422,0.99825,0.99416,0.97192,0.26537,0.2361,0.77545,0.0004952,0.0004952,0.0004952
762,18215.7,0.35958,0.30908,0.83811,0.96423,0.99848,0.99416,0.97435,0.25979,0.23109,0.77536,0.00049322,0.00049322,0.00049322
763,18227.2,0.41558,0.33619,0.8437,0.96423,0.99848,0.99416,0.97435,0.25979,0.23109,0.77536,0.00049124,0.00049124,0.00049124
764,18239.5,0.36608,0.29149,0.86384,0.96424,0.99859,0.99427,0.97561,0.25599,0.22759,0.77486,0.00048926,0.00048926,0.00048926
765,18251.2,0.35424,0.2857,0.81564,0.96424,0.99859,0.99427,0.97561,0.25599,0.22759,0.77486,0.00048728,0.00048728,0.00048728
766,18263.4,0.36002,0.27923,0.84293,0.96424,0.99865,0.99427,0.97551,0.25736,0.23014,0.77511,0.0004853,0.0004853,0.0004853
767,18275.1,0.39459,0.29986,0.80727,0.96424,0.99865,0.99427,0.97551,0.25736,0.23014,0.77511,0.00048332,0.00048332,0.00048332
768,18287.3,0.3493,0.27257,0.8139,1,0.97267,0.9944,0.9755,0.2598,0.22848,0.77519,0.00048134,0.00048134,0.00048134
769,18299.3,0.36567,0.29606,0.83309,1,0.97267,0.9944,0.9755,0.2598,0.22848,0.77519,0.00047936,0.00047936,0.00047936
770,18311.4,0.37043,0.28964,0.84138,1,0.97294,0.99452,0.96952,0.25502,0.22814,0.77444,0.00047738,0.00047738,0.00047738
771,18323.5,0.38222,0.31402,0.85931,1,0.97294,0.99452,0.96952,0.25502,0.22814,0.77444,0.0004754,0.0004754,0.0004754
772,18335.6,0.35723,0.28584,0.83267,1,0.97296,0.99452,0.97289,0.25062,0.22723,0.77394,0.00047342,0.00047342,0.00047342
773,18347.5,0.3328,0.28401,0.83042,1,0.97296,0.99452,0.97289,0.25062,0.22723,0.77394,0.00047144,0.00047144,0.00047144
774,18359.7,0.33671,0.28064,0.80776,0.97416,1,0.99451,0.97529,0.25126,0.22764,0.77437,0.00046946,0.00046946,0.00046946
775,18371.7,0.34466,0.27379,0.82844,0.97416,1,0.99451,0.97529,0.25126,0.22764,0.77437,0.00046748,0.00046748,0.00046748
776,18383.9,0.35338,0.28755,0.82345,0.98687,1,0.99463,0.97251,0.25406,0.23116,0.77464,0.0004655,0.0004655,0.0004655
777,18395.9,0.45677,0.3108,0.85575,0.98687,1,0.99463,0.97251,0.25406,0.23116,0.77464,0.00046352,0.00046352,0.00046352
778,19321.5,0.33191,0.2739,0.82817,0.98629,1,0.99463,0.97328,0.25299,0.2296,0.77393,0.00046154,0.00046154,0.00046154
779,19333.6,0.37376,0.30589,0.84099,0.98629,1,0.99463,0.97328,0.25299,0.2296,0.77393,0.00045956,0.00045956,0.00045956
780,19345.5,0.30747,0.26078,0.81392,0.98521,1,0.99476,0.97337,0.2534,0.22661,0.77316,0.00045758,0.00045758,0.00045758
781,19357.3,0.41777,0.30851,0.84146,0.98521,1,0.99476,0.97337,0.2534,0.22661,0.77316,0.0004556,0.0004556,0.0004556
782,19369.1,0.3796,0.30504,0.85686,0.98412,1,0.99476,0.97504,0.261,0.22416,0.77319,0.00045362,0.00045362,0.00045362
783,19380.5,0.36466,0.2825,0.82273,0.98412,1,0.99476,0.97504,0.261,0.22416,0.77319,0.00045164,0.00045164,0.00045164
784,20354.3,0.36174,0.28177,0.80112,0.98362,1,0.99476,0.97483,0.2603,0.22308,0.77311,0.00044966,0.00044966,0.00044966
785,20366.8,0.3417,0.28588,0.82602,0.98362,1,0.99476,0.97483,0.2603,0.22308,0.77311,0.00044768,0.00044768,0.00044768
786,20378.7,0.36053,0.29744,0.8268,0.98301,1,0.99476,0.97433,0.25222,0.21713,0.77269,0.0004457,0.0004457,0.0004457
787,20390.2,0.384,0.28888,0.81225,0.98301,1,0.99476,0.97433,0.25222,0.21713,0.77269,0.00044372,0.00044372,0.00044372
788,20401.6,0.35811,0.2771,0.81236,0.98227,1,0.99476,0.97415,0.2464,0.21648,0.77163,0.00044174,0.00044174,0.00044174
789,20413.2,0.34865,0.30104,0.81601,0.98227,1,0.99476,0.97415,0.2464,0.21648,0.77163,0.00043976,0.00043976,0.00043976
790,20424.8,0.36839,0.30464,0.84563,0.9822,1,0.99476,0.97574,0.24455,0.21582,0.77155,0.00043778,0.00043778,0.00043778
791,20436.3,0.33999,0.27217,0.81978,0.9822,1,0.99476,0.97574,0.24455,0.21582,0.77155,0.0004358,0.0004358,0.0004358
792,20447.9,0.31938,0.26324,0.81249,0.98245,1,0.99476,0.98047,0.24206,0.21762,0.77193,0.00043382,0.00043382,0.00043382
793,20459.6,0.38641,0.31169,0.86411,0.98245,1,0.99476,0.98047,0.24206,0.21762,0.77193,0.00043184,0.00043184,0.00043184
794,20471.5,0.381,0.30233,0.82767,0.98251,1,0.99476,0.97826,0.24388,0.22232,0.77274,0.00042986,0.00042986,0.00042986
795,20483.7,0.35337,0.28981,0.84134,0.98251,1,0.99476,0.97826,0.24388,0.22232,0.77274,0.00042788,0.00042788,0.00042788
796,20495.3,0.40484,0.29209,0.82064,0.9826,1,0.99476,0.97324,0.24591,0.22442,0.77292,0.0004259,0.0004259,0.0004259
797,20507,0.3479,0.27717,0.81084,0.9826,1,0.99476,0.97324,0.24591,0.22442,0.77292,0.00042392,0.00042392,0.00042392
798,20518.8,0.34428,0.27111,0.82798,0.98524,1,0.99476,0.97373,0.25346,0.22144,0.77339,0.00042194,0.00042194,0.00042194
799,20530.6,0.37288,0.29107,0.82296,0.98524,1,0.99476,0.97373,0.25346,0.22144,0.77339,0.00041996,0.00041996,0.00041996
800,20542.4,0.3314,0.26531,0.83341,0.98537,1,0.99476,0.97184,0.25304,0.22303,0.77295,0.00041798,0.00041798,0.00041798
801,20554.1,0.34775,0.28083,0.80942,0.98537,1,0.99476,0.97184,0.25304,0.22303,0.77295,0.000416,0.000416,0.000416
802,20565.8,0.31131,0.28524,0.83526,0.98541,1,0.99476,0.97464,0.24511,0.22312,0.7713,0.00041402,0.00041402,0.00041402
803,20578,0.37506,0.29434,0.83132,0.98541,1,0.99476,0.97464,0.24511,0.22312,0.7713,0.00041204,0.00041204,0.00041204
804,20589.9,0.36182,0.30754,0.82287,0.98558,1,0.99476,0.97159,0.24531,0.22181,0.77102,0.00041006,0.00041006,0.00041006
805,20602.1,0.35309,0.28742,0.82397,0.98558,1,0.99476,0.97159,0.24531,0.22181,0.77102,0.00040808,0.00040808,0.00040808
806,20614.2,0.40173,0.29767,0.85453,0.98551,1,0.99476,0.97208,0.24698,0.22136,0.77127,0.0004061,0.0004061,0.0004061
807,20626.2,0.34271,0.26962,0.81385,0.98551,1,0.99476,0.97208,0.24698,0.22136,0.77127,0.00040412,0.00040412,0.00040412
808,20638.5,0.3804,0.27426,0.81721,0.98542,1,0.99476,0.97024,0.24572,0.22343,0.77113,0.00040214,0.00040214,0.00040214
809,20650.9,0.38034,0.29124,0.81343,0.98542,1,0.99476,0.97024,0.24572,0.22343,0.77113,0.00040016,0.00040016,0.00040016
810,20663.1,0.32432,0.27387,0.81228,0.97593,1,0.99476,0.9721,0.24038,0.22494,0.77053,0.00039818,0.00039818,0.00039818
811,20674.9,0.33763,0.27255,0.82143,0.97593,1,0.99476,0.9721,0.24038,0.22494,0.77053,0.0003962,0.0003962,0.0003962
812,20687.2,0.343,0.25906,0.81698,0.97578,1,0.99476,0.97647,0.23746,0.22413,0.77037,0.00039422,0.00039422,0.00039422
813,20699.3,0.33663,0.27458,0.81386,0.97578,1,0.99476,0.97647,0.23746,0.22413,0.77037,0.00039224,0.00039224,0.00039224
814,20711.6,0.40363,0.31915,0.85882,0.97548,1,0.99476,0.9798,0.23332,0.22165,0.77016,0.00039026,0.00039026,0.00039026
815,20723.9,0.33641,0.25861,0.82565,0.97548,1,0.99476,0.9798,0.23332,0.22165,0.77016,0.00038828,0.00038828,0.00038828
816,20735.9,0.35534,0.2869,0.85342,0.97538,1,0.99476,0.9799,0.23175,0.22001,0.77038,0.0003863,0.0003863,0.0003863
817,20747.9,0.36093,0.28313,0.82976,0.97538,1,0.99476,0.9799,0.23175,0.22001,0.77038,0.00038432,0.00038432,0.00038432
818,20760.6,0.31749,0.26782,0.84602,0.97534,1,0.99476,0.97863,0.23226,0.21689,0.77073,0.00038234,0.00038234,0.00038234
819,20773.3,0.32913,0.2523,0.80413,0.97534,1,0.99476,0.97863,0.23226,0.21689,0.77073,0.00038036,0.00038036,0.00038036
820,20785.8,0.28381,0.25435,0.83176,0.97569,1,0.99464,0.97745,0.23378,0.21591,0.77083,0.00037838,0.00037838,0.00037838
821,20798.3,0.38274,0.30129,0.82088,0.97569,1,0.99464,0.97745,0.23378,0.21591,0.77083,0.0003764,0.0003764,0.0003764
822,20810.8,0.34322,0.2953,0.82252,0.97577,1,0.99464,0.97756,0.23736,0.21776,0.77048,0.00037442,0.00037442,0.00037442
823,20823,0.34644,0.27574,0.81647,0.97577,1,0.99464,0.97756,0.23736,0.21776,0.77048,0.00037244,0.00037244,0.00037244
824,20835.4,0.34133,0.26216,0.83886,0.97569,1,0.99464,0.97758,0.23782,0.21771,0.77063,0.00037046,0.00037046,0.00037046
825,20847.7,0.32336,0.27284,0.82647,0.97569,1,0.99464,0.97758,0.23782,0.21771,0.77063,0.00036848,0.00036848,0.00036848
826,20860.2,0.31174,0.29121,0.83574,0.97584,0.99751,0.99464,0.97819,0.23431,0.21371,0.77044,0.0003665,0.0003665,0.0003665
827,20872.3,0.33384,0.28574,0.8168,0.97584,0.99751,0.99464,0.97819,0.23431,0.21371,0.77044,0.00036452,0.00036452,0.00036452
828,20884.7,0.27917,0.23927,0.79644,0.97582,0.99637,0.99464,0.97751,0.23351,0.2132,0.77065,0.00036254,0.00036254,0.00036254
829,20897.1,0.29914,0.26144,0.80764,0.97582,0.99637,0.99464,0.97751,0.23351,0.2132,0.77065,0.00036056,0.00036056,0.00036056
830,20909.3,0.35552,0.27754,0.80778,0.97586,0.998,0.99464,0.97802,0.23421,0.21627,0.77103,0.00035858,0.00035858,0.00035858
831,20922,0.37397,0.30169,0.85256,0.97586,0.998,0.99464,0.97802,0.23421,0.21627,0.77103,0.0003566,0.0003566,0.0003566
832,20934.6,0.36635,0.28426,0.82239,0.9736,1,0.99451,0.97421,0.23549,0.21704,0.77091,0.00035462,0.00035462,0.00035462
833,20947.3,0.34121,0.27507,0.80647,0.9736,1,0.99451,0.97421,0.23549,0.21704,0.77091,0.00035264,0.00035264,0.00035264
834,20959.9,0.31602,0.25884,0.8162,0.97359,1,0.99451,0.9765,0.23498,0.21637,0.77073,0.00035066,0.00035066,0.00035066
835,20973.9,0.31834,0.26131,0.82763,0.97359,1,0.99451,0.9765,0.23498,0.21637,0.77073,0.00034868,0.00034868,0.00034868
836,20987,0.32081,0.2738,0.81449,0.97378,1,0.99451,0.97521,0.23307,0.2171,0.7704,0.0003467,0.0003467,0.0003467
837,20999.4,0.34598,0.27164,0.82329,0.97378,1,0.99451,0.97521,0.23307,0.2171,0.7704,0.00034472,0.00034472,0.00034472
838,21011.7,0.31431,0.27465,0.82929,0.97386,1,0.99451,0.97406,0.22898,0.21452,0.7695,0.00034274,0.00034274,0.00034274
839,21024.2,0.31143,0.25732,0.8014,0.97386,1,0.99451,0.97406,0.22898,0.21452,0.7695,0.00034076,0.00034076,0.00034076
840,21036.6,0.3373,0.26763,0.81629,0.97367,1,0.99451,0.97414,0.22799,0.21546,0.76892,0.00033878,0.00033878,0.00033878
841,21048.8,0.32962,0.27204,0.83504,0.97367,1,0.99451,0.97414,0.22799,0.21546,0.76892,0.0003368,0.0003368,0.0003368
842,21061.2,0.34077,0.27436,0.79963,1,0.97321,0.99464,0.9769,0.22838,0.21486,0.76885,0.00033482,0.00033482,0.00033482
843,21073.8,0.36621,0.28547,0.83493,1,0.97321,0.99464,0.9769,0.22838,0.21486,0.76885,0.00033284,0.00033284,0.00033284
844,21086.3,0.31423,0.26533,0.82939,1,0.9735,0.99464,0.97805,0.23055,0.21703,0.76885,0.00033086,0.00033086,0.00033086
845,21098.7,0.33791,0.27319,0.85351,1,0.9735,0.99464,0.97805,0.23055,0.21703,0.76885,0.00032888,0.00032888,0.00032888
846,21111.2,0.37039,0.27441,0.83062,1,0.9738,0.99464,0.9819,0.23456,0.21859,0.76863,0.0003269,0.0003269,0.0003269
847,21123.6,0.36586,0.29742,0.80975,1,0.9738,0.99464,0.9819,0.23456,0.21859,0.76863,0.00032492,0.00032492,0.00032492
848,21136.5,0.3077,0.25818,0.83217,1,0.97802,0.99476,0.98197,0.23646,0.21661,0.76851,0.00032294,0.00032294,0.00032294
849,21149.1,0.32338,0.26237,0.82912,1,0.97802,0.99476,0.98197,0.23646,0.21661,0.76851,0.00032096,0.00032096,0.00032096
850,21161.6,0.35969,0.26141,0.82286,1,0.97781,0.99476,0.98051,0.23203,0.21593,0.76845,0.00031898,0.00031898,0.00031898
851,21174.1,0.31115,0.25473,0.82409,1,0.97781,0.99476,0.98051,0.23203,0.21593,0.76845,0.000317,0.000317,0.000317
852,21186.6,0.3097,0.25305,0.85579,0.98771,0.99181,0.99488,0.98085,0.227,0.21477,0.7681,0.00031502,0.00031502,0.00031502
853,21199.1,0.33855,0.27517,0.85296,0.98771,0.99181,0.99488,0.98085,0.227,0.21477,0.7681,0.00031304,0.00031304,0.00031304
854,21211.8,0.33009,0.26756,0.83752,0.98502,1,0.99488,0.981,0.22159,0.21217,0.7678,0.00031106,0.00031106,0.00031106
855,21224.1,0.3606,0.27467,0.84205,0.98502,1,0.99488,0.981,0.22159,0.21217,0.7678,0.00030908,0.00030908,0.00030908
856,21236.7,0.27292,0.24376,0.80371,0.9835,1,0.995,0.98149,0.21952,0.21128,0.7677,0.0003071,0.0003071,0.0003071
857,21249.4,0.33873,0.27038,0.81997,0.9835,1,0.995,0.98149,0.21952,0.21128,0.7677,0.00030512,0.00030512,0.00030512
858,21262.2,0.37888,0.30074,0.81443,0.9851,1,0.995,0.98019,0.22099,0.21313,0.76848,0.00030314,0.00030314,0.00030314
859,21274.8,0.33084,0.27561,0.83899,0.9851,1,0.995,0.98019,0.22099,0.21313,0.76848,0.00030116,0.00030116,0.00030116
860,21287.4,0.3708,0.2942,0.83925,0.98763,1,0.995,0.97886,0.22443,0.21648,0.76883,0.00029918,0.00029918,0.00029918
861,21300.1,0.29027,0.2463,0.81687,0.98763,1,0.995,0.97886,0.22443,0.21648,0.76883,0.0002972,0.0002972,0.0002972
862,21312.8,0.33032,0.27394,0.84308,0.99256,1,0.995,0.98097,0.22358,0.21695,0.7688,0.00029522,0.00029522,0.00029522
863,21325.6,0.31611,0.27237,0.81755,0.99256,1,0.995,0.98097,0.22358,0.21695,0.7688,0.00029324,0.00029324,0.00029324
864,21338.4,0.31604,0.27268,0.83677,0.9952,1,0.995,0.98194,0.2193,0.21607,0.76872,0.00029126,0.00029126,0.00029126
865,21351.9,0.30172,0.2641,0.78934,0.9952,1,0.995,0.98194,0.2193,0.21607,0.76872,0.00028928,0.00028928,0.00028928
866,21365.4,0.3525,0.2741,0.80589,0.99811,1,0.995,0.9818,0.21915,0.2151,0.76855,0.0002873,0.0002873,0.0002873
867,21378.6,0.33197,0.25737,0.83499,0.99811,1,0.995,0.9818,0.21915,0.2151,0.76855,0.00028532,0.00028532,0.00028532
868,21392.5,0.32585,0.27246,0.81353,1,0.98701,0.995,0.98208,0.22098,0.21383,0.76868,0.00028334,0.00028334,0.00028334
869,21406.4,0.34973,0.28193,0.79653,1,0.98701,0.995,0.98208,0.22098,0.21383,0.76868,0.00028136,0.00028136,0.00028136
870,21420.3,0.32171,0.26678,0.82172,1,0.9856,0.995,0.98071,0.22428,0.21189,0.76897,0.00027938,0.00027938,0.00027938
871,21434.1,0.30665,0.25664,0.8087,1,0.9856,0.995,0.98071,0.22428,0.21189,0.76897,0.0002774,0.0002774,0.0002774
872,21448.6,0.33199,0.28161,0.84269,1,0.98557,0.995,0.97908,0.22384,0.21235,0.7692,0.00027542,0.00027542,0.00027542
873,21462.9,0.38452,0.31148,0.84216,1,0.98557,0.995,0.97908,0.22384,0.21235,0.7692,0.00027344,0.00027344,0.00027344
874,21477.8,0.25076,0.23028,0.82029,1,0.98641,0.99488,0.97857,0.22006,0.21452,0.76879,0.00027146,0.00027146,0.00027146
875,21492.2,0.32126,0.27603,0.84766,1,0.98641,0.99488,0.97857,0.22006,0.21452,0.76879,0.00026948,0.00026948,0.00026948
876,21506.2,0.26909,0.22979,0.8237,0.99397,0.98765,0.99488,0.97867,0.21477,0.21342,0.76824,0.0002675,0.0002675,0.0002675
877,21520.5,0.30851,0.26174,0.82279,0.99397,0.98765,0.99488,0.97867,0.21477,0.21342,0.76824,0.00026552,0.00026552,0.00026552
878,21535,0.31883,0.25555,0.83083,0.98772,0.99326,0.99488,0.98082,0.2147,0.21172,0.76781,0.00026354,0.00026354,0.00026354
879,21549.1,0.34359,0.28671,0.84585,0.98772,0.99326,0.99488,0.98082,0.2147,0.21172,0.76781,0.00026156,0.00026156,0.00026156
880,21563.3,0.32024,0.25748,0.82032,0.98591,1,0.99476,0.98113,0.21522,0.21372,0.76788,0.00025958,0.00025958,0.00025958
881,21577.6,0.31691,0.25045,0.81195,0.98591,1,0.99476,0.98113,0.21522,0.21372,0.76788,0.0002576,0.0002576,0.0002576
882,21592.2,0.32235,0.26931,0.80997,0.98777,0.99754,0.99488,0.98097,0.21199,0.21293,0.76755,0.00025562,0.00025562,0.00025562
883,21606.5,0.38851,0.30484,0.83586,0.98777,0.99754,0.99488,0.98097,0.21199,0.21293,0.76755,0.00025364,0.00025364,0.00025364
884,21620.8,0.28338,0.23752,0.80695,0.9878,0.99989,0.99476,0.98079,0.21173,0.21217,0.76769,0.00025166,0.00025166,0.00025166
885,21635.2,0.33796,0.27432,0.82101,0.9878,0.99989,0.99476,0.98079,0.21173,0.21217,0.76769,0.00024968,0.00024968,0.00024968
886,21649,0.32855,0.26598,0.83458,0.98049,1,0.99476,0.98293,0.21616,0.21352,0.76772,0.0002477,0.0002477,0.0002477
887,21662.9,0.34035,0.27395,0.8301,0.98049,1,0.99476,0.98293,0.21616,0.21352,0.76772,0.00024572,0.00024572,0.00024572
888,21677.1,0.34649,0.26525,0.80387,0.97587,1,0.99476,0.98233,0.21979,0.21227,0.76752,0.00024374,0.00024374,0.00024374
889,21691.3,0.33007,0.26277,0.82267,0.97587,1,0.99476,0.98233,0.21979,0.21227,0.76752,0.00024176,0.00024176,0.00024176
890,21705.7,0.30098,0.25653,0.80536,0.97557,1,0.99476,0.98316,0.21539,0.21042,0.76699,0.00023978,0.00023978,0.00023978
891,21720.5,0.37799,0.30112,0.85155,0.97557,1,0.99476,0.98316,0.21539,0.21042,0.76699,0.0002378,0.0002378,0.0002378
892,21735,0.36767,0.27849,0.82063,0.97574,1,0.99476,0.98178,0.20751,0.20829,0.76613,0.00023582,0.00023582,0.00023582
893,21749.3,0.33625,0.27063,0.83749,0.97574,1,0.99476,0.98178,0.20751,0.20829,0.76613,0.00023384,0.00023384,0.00023384
894,21763.6,0.32443,0.27434,0.83317,0.97546,1,0.99476,0.9854,0.20102,0.2071,0.76638,0.00023186,0.00023186,0.00023186
895,21777.9,0.35067,0.28864,0.83794,0.97546,1,0.99476,0.9854,0.20102,0.2071,0.76638,0.00022988,0.00022988,0.00022988
896,21792.1,0.3022,0.25684,0.83305,0.97507,1,0.99476,0.98559,0.20177,0.20746,0.76611,0.0002279,0.0002279,0.0002279
897,21805.8,0.34002,0.27691,0.81946,0.97507,1,0.99476,0.98559,0.20177,0.20746,0.76611,0.00022592,0.00022592,0.00022592
898,21820,0.35544,0.26281,0.81877,0.97535,1,0.99476,0.98591,0.20314,0.21096,0.76619,0.00022394,0.00022394,0.00022394
899,21834,0.3404,0.27275,0.86004,0.97535,1,0.99476,0.98591,0.20314,0.21096,0.76619,0.00022196,0.00022196,0.00022196
900,21847.8,0.30698,0.24414,0.83019,0.97572,1,0.99476,0.9862,0.2021,0.20784,0.76589,0.00021998,0.00021998,0.00021998
901,21861.7,0.29449,0.2607,0.82007,0.97572,1,0.99476,0.9862,0.2021,0.20784,0.76589,0.000218,0.000218,0.000218
902,21875.7,0.30944,0.26879,0.84758,0.97779,1,0.99476,0.98624,0.20332,0.20495,0.76552,0.00021602,0.00021602,0.00021602
903,21889.4,0.28626,0.25212,0.8036,0.97779,1,0.99476,0.98624,0.20332,0.20495,0.76552,0.00021404,0.00021404,0.00021404
904,21903.3,0.33938,0.26883,0.8155,0.9775,1,0.99476,0.98269,0.20753,0.20586,0.76598,0.00021206,0.00021206,0.00021206
905,21918.2,0.30601,0.24369,0.83212,0.9775,1,0.99476,0.98269,0.20753,0.20586,0.76598,0.00021008,0.00021008,0.00021008
906,21932.3,0.31252,0.25822,0.81645,0.97841,1,0.99476,0.98165,0.21134,0.20551,0.76652,0.0002081,0.0002081,0.0002081
907,21946.4,0.27308,0.24838,0.79447,0.97841,1,0.99476,0.98165,0.21134,0.20551,0.76652,0.00020612,0.00020612,0.00020612
908,21960.3,0.30236,0.26511,0.81487,0.979,1,0.99476,0.9831,0.2148,0.20538,0.76669,0.00020414,0.00020414,0.00020414
909,21974.3,0.3588,0.27078,0.83213,0.979,1,0.99476,0.9831,0.2148,0.20538,0.76669,0.00020216,0.00020216,0.00020216
910,21988.8,0.36627,0.27761,0.8331,0.98043,1,0.99476,0.98315,0.21826,0.20475,0.76722,0.00020018,0.00020018,0.00020018
911,22003.1,0.30605,0.25846,0.81452,0.98043,1,0.99476,0.98315,0.21826,0.20475,0.76722,0.0001982,0.0001982,0.0001982
912,22017.3,0.35148,0.29186,0.82831,0.9878,0.99969,0.99476,0.98231,0.22025,0.20415,0.76781,0.00019622,0.00019622,0.00019622
913,22031.8,0.35787,0.29114,0.81078,0.9878,0.99969,0.99476,0.98231,0.22025,0.20415,0.76781,0.00019424,0.00019424,0.00019424
914,22046.7,0.34137,0.2758,0.80661,0.98777,0.99687,0.99476,0.98246,0.22069,0.20401,0.76823,0.00019226,0.00019226,0.00019226
915,22061.3,0.31242,0.25347,0.84079,0.98777,0.99687,0.99476,0.98246,0.22069,0.20401,0.76823,0.00019028,0.00019028,0.00019028
916,22075.8,0.30209,0.23564,0.81037,0.98777,0.99718,0.99476,0.98363,0.21757,0.20219,0.76825,0.0001883,0.0001883,0.0001883
917,22090.4,0.28979,0.25406,0.81336,0.98777,0.99718,0.99476,0.98363,0.21757,0.20219,0.76825,0.00018632,0.00018632,0.00018632
918,22104.9,0.31095,0.25044,0.79332,0.98779,0.99852,0.99476,0.98614,0.2157,0.20248,0.76794,0.00018434,0.00018434,0.00018434
919,22119.3,0.30222,0.25698,0.82088,0.98779,0.99852,0.99476,0.98614,0.2157,0.20248,0.76794,0.00018236,0.00018236,0.00018236
920,22133.8,0.30802,0.25654,0.83468,0.98597,1,0.99476,0.98608,0.21543,0.20224,0.76768,0.00018038,0.00018038,0.00018038
921,22148.2,0.34944,0.29147,0.85458,0.98597,1,0.99476,0.98608,0.21543,0.20224,0.76768,0.0001784,0.0001784,0.0001784
922,22162.5,0.30507,0.24661,0.81395,0.98275,1,0.99476,0.98675,0.21421,0.20292,0.76765,0.00017642,0.00017642,0.00017642
923,22177.1,0.30291,0.24852,0.80624,0.98275,1,0.99476,0.98675,0.21421,0.20292,0.76765,0.00017444,0.00017444,0.00017444
924,22191.4,0.31914,0.26213,0.83588,0.98174,1,0.99476,0.98534,0.21129,0.20399,0.76691,0.00017246,0.00017246,0.00017246
925,22206,0.31257,0.26663,0.81442,0.98174,1,0.99476,0.98534,0.21129,0.20399,0.76691,0.00017048,0.00017048,0.00017048
926,22220.9,0.32393,0.26907,0.83217,0.98162,1,0.99476,0.98411,0.20834,0.20516,0.76618,0.0001685,0.0001685,0.0001685
927,22235.3,0.30586,0.25132,0.8082,0.98162,1,0.99476,0.98411,0.20834,0.20516,0.76618,0.00016652,0.00016652,0.00016652
928,22249.8,0.28225,0.28143,0.84066,0.98189,1,0.99476,0.98388,0.2073,0.20386,0.76553,0.00016454,0.00016454,0.00016454
929,22264.3,0.36375,0.27773,0.82658,0.98189,1,0.99476,0.98388,0.2073,0.20386,0.76553,0.00016256,0.00016256,0.00016256
930,22278.7,0.2873,0.24221,0.84125,0.98231,1,0.99476,0.98447,0.20419,0.20047,0.76502,0.00016058,0.00016058,0.00016058
931,22293.4,0.30948,0.26444,0.82422,0.98231,1,0.99476,0.98447,0.20419,0.20047,0.76502,0.0001586,0.0001586,0.0001586
932,22308.2,0.32172,0.26202,0.81976,0.98283,1,0.99476,0.98561,0.20125,0.19843,0.76483,0.00015662,0.00015662,0.00015662
933,22323.2,0.29733,0.25653,0.82257,0.98283,1,0.99476,0.98561,0.20125,0.19843,0.76483,0.00015464,0.00015464,0.00015464
934,22337.5,0.2539,0.24186,0.81755,0.98285,1,0.99476,0.98539,0.19892,0.19625,0.76481,0.00015266,0.00015266,0.00015266
935,22351.9,0.34661,0.25917,0.84462,0.98285,1,0.99476,0.98539,0.19892,0.19625,0.76481,0.00015068,0.00015068,0.00015068
936,22367.8,0.28358,0.23608,0.77701,0.98252,1,0.99476,0.98535,0.19912,0.19484,0.76502,0.0001487,0.0001487,0.0001487
937,22382.6,0.34137,0.26559,0.80289,0.98252,1,0.99476,0.98535,0.19912,0.19484,0.76502,0.00014672,0.00014672,0.00014672
938,22397.4,0.3026,0.24161,0.80927,0.98195,1,0.99476,0.98432,0.20052,0.19417,0.76525,0.00014474,0.00014474,0.00014474
939,22411.8,0.28456,0.24374,0.79355,0.98195,1,0.99476,0.98432,0.20052,0.19417,0.76525,0.00014276,0.00014276,0.00014276
940,22426.8,0.3225,0.25183,0.81701,0.98137,1,0.99476,0.98438,0.20201,0.19445,0.76544,0.00014078,0.00014078,0.00014078
941,22442,0.31921,0.27031,0.8379,0.98137,1,0.99476,0.98438,0.20201,0.19445,0.76544,0.0001388,0.0001388,0.0001388
942,22456.8,0.26325,0.23213,0.82909,0.98076,1,0.99476,0.98546,0.20231,0.19549,0.76547,0.00013682,0.00013682,0.00013682
943,22471.4,0.29103,0.23814,0.83785,0.98076,1,0.99476,0.98546,0.20231,0.19549,0.76547,0.00013484,0.00013484,0.00013484
944,22486.7,0.29592,0.24867,0.82906,0.98052,1,0.99476,0.98692,0.20127,0.19474,0.76545,0.00013286,0.00013286,0.00013286
