epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,9539.68,0.60644,0.46363,0.89199,1,0.98371,0.99464,0.90128,0.42335,0.35348,0.81353,0.0012674,0.0012674,0.0012674
372,9554.27,0.55671,0.42845,0.91706,0.98765,0.98705,0.99464,0.90248,0.43457,0.35412,0.81525,0.00126542,0.00126542,0.00126542
373,9568.95,0.55424,0.43036,0.89099,0.98765,0.98705,0.99464,0.90248,0.43457,0.35412,0.81525,0.00126344,0.00126344,0.00126344
374,9584.27,0.57939,0.41995,0.89315,1,0.97133,0.9944,0.89482,0.44352,0.35202,0.81941,0.00126146,0.00126146,0.00126146
375,9598.88,0.57495,0.42596,0.91718,1,0.97133,0.9944,0.89482,0.44352,0.35202,0.81941,0.00125948,0.00125948,0.00125948
376,9613.8,0.55651,0.41466,0.85926,1,0.96236,0.99416,0.89738,0.43492,0.35311,0.81667,0.0012575,0.0012575,0.0012575
377,9628.41,0.64806,0.4719,0.94758,1,0.96236,0.99416,0.89738,0.43492,0.35311,0.81667,0.00125552,0.00125552,0.00125552
378,9642.96,0.61394,0.42886,0.89139,1,0.97493,0.99417,0.89478,0.42603,0.34908,0.81555,0.00125354,0.00125354,0.00125354
379,9657.42,0.52657,0.39192,0.86553,1,0.97493,0.99417,0.89478,0.42603,0.34908,0.81555,0.00125156,0.00125156,0.00125156
380,9671.73,0.52337,0.40232,0.88808,0.98764,0.98612,0.99441,0.90371,0.40217,0.34089,0.81283,0.00124958,0.00124958,0.00124958
381,9686.04,0.59079,0.4397,0.90144,0.98764,0.98612,0.99441,0.90371,0.40217,0.34089,0.81283,0.0012476,0.0012476,0.0012476
382,9700.26,0.5881,0.41718,0.854,0.98474,0.96296,0.99368,0.90432,0.42248,0.3561,0.81631,0.00124562,0.00124562,0.00124562
383,9714.58,0.58303,0.43056,0.89065,0.98474,0.96296,0.99368,0.90432,0.42248,0.3561,0.81631,0.00124364,0.00124364,0.00124364
384,9729.4,0.55172,0.46334,0.88998,0.97396,0.98765,0.99427,0.90852,0.42762,0.35189,0.81838,0.00124166,0.00124166,0.00124166
385,9744.01,0.60356,0.46436,0.90552,0.97396,0.98765,0.99427,0.90852,0.42762,0.35189,0.81838,0.00123968,0.00123968,0.00123968
386,9758.54,0.61137,0.47906,0.94765,0.98692,0.98765,0.9944,0.90916,0.41543,0.34506,0.81491,0.0012377,0.0012377,0.0012377
387,9773,0.53358,0.40579,0.91292,0.98692,0.98765,0.9944,0.90916,0.41543,0.34506,0.81491,0.00123572,0.00123572,0.00123572
388,9787.37,0.53464,0.42464,0.86227,1,0.96129,0.99214,0.90751,0.417,0.35981,0.81733,0.00123374,0.00123374,0.00123374
389,9801.42,0.5165,0.3942,0.86135,1,0.96129,0.99214,0.90751,0.417,0.35981,0.81733,0.00123176,0.00123176,0.00123176
390,9815.68,0.57521,0.43198,0.90059,0.99953,0.96296,0.99121,0.89592,0.41873,0.38469,0.82,0.00122978,0.00122978,0.00122978
391,9830.06,0.55847,0.3971,0.83125,0.99953,0.96296,0.99121,0.89592,0.41873,0.38469,0.82,0.0012278,0.0012278,0.0012278
392,9844.38,0.56311,0.3857,0.84778,1,0.96149,0.98808,0.90139,0.42656,0.45559,0.82286,0.00122582,0.00122582,0.00122582
393,9858.43,0.53088,0.37233,0.81642,1,0.96149,0.98808,0.90139,0.42656,0.45559,0.82286,0.00122384,0.00122384,0.00122384
394,9872.57,0.59469,0.46198,0.91245,1,0.9593,0.99131,0.90383,0.4072,0.46206,0.82099,0.00122186,0.00122186,0.00122186
395,9886.52,0.52491,0.47734,0.92536,1,0.9593,0.99131,0.90383,0.4072,0.46206,0.82099,0.00121988,0.00121988,0.00121988
396,9901.27,0.45545,0.38849,0.85035,1,0.9595,0.99209,0.89955,0.41144,0.40563,0.82001,0.0012179,0.0012179,0.0012179
397,9915.73,0.54531,0.38913,0.87543,1,0.9595,0.99209,0.89955,0.41144,0.40563,0.82001,0.00121592,0.00121592,0.00121592
398,9930.26,0.52958,0.37251,0.85746,0.99754,0.95062,0.99283,0.89717,0.42004,0.37519,0.81911,0.00121394,0.00121394,0.00121394
399,9944.64,0.57218,0.44616,0.89253,0.99754,0.95062,0.99283,0.89717,0.42004,0.37519,0.81911,0.00121196,0.00121196,0.00121196
400,9958.85,0.55461,0.42445,0.86462,0.9744,0.97531,0.99292,0.89544,0.4308,0.36951,0.82001,0.00120998,0.00120998,0.00120998
401,9973.24,0.58718,0.43779,0.87772,0.9744,0.97531,0.99292,0.89544,0.4308,0.36951,0.82001,0.001208,0.001208,0.001208
402,9987.58,0.57074,0.43729,0.87023,0.97523,0.97531,0.99369,0.88632,0.43948,0.36472,0.8218,0.00120602,0.00120602,0.00120602
403,10001.9,0.52701,0.41522,0.86235,0.97523,0.97531,0.99369,0.88632,0.43948,0.36472,0.8218,0.00120404,0.00120404,0.00120404
404,10016.3,0.58673,0.45883,0.89281,1,0.96229,0.99416,0.89735,0.4306,0.35355,0.81502,0.00120206,0.00120206,0.00120206
405,10030.8,0.51992,0.4226,0.88941,1,0.96229,0.99416,0.89735,0.4306,0.35355,0.81502,0.00120008,0.00120008,0.00120008
406,10045.6,0.52932,0.4243,0.88,0.96306,1,0.99404,0.90312,0.43927,0.35408,0.81182,0.0011981,0.0011981,0.0011981
407,10060.2,0.55012,0.41171,0.88126,0.96306,1,0.99404,0.90312,0.43927,0.35408,0.81182,0.00119612,0.00119612,0.00119612
408,10075,0.52047,0.42733,0.85244,0.98775,0.99568,0.99476,0.90587,0.44413,0.34639,0.81262,0.00119414,0.00119414,0.00119414
409,10089.5,0.55857,0.4119,0.87715,0.98775,0.99568,0.99476,0.90587,0.44413,0.34639,0.81262,0.00119216,0.00119216,0.00119216
410,10103.9,0.5321,0.41796,0.88753,0.98778,0.99826,0.99476,0.90631,0.42742,0.33653,0.80988,0.00119018,0.00119018,0.00119018
411,10118.3,0.55558,0.45069,0.87312,0.98778,0.99826,0.99476,0.90631,0.42742,0.33653,0.80988,0.0011882,0.0011882,0.0011882
412,10132.8,0.53806,0.39564,0.86898,0.9751,1,0.99476,0.8995,0.44461,0.34549,0.81303,0.00118622,0.00118622,0.00118622
413,10147.4,0.56507,0.42968,0.87537,0.9751,1,0.99476,0.8995,0.44461,0.34549,0.81303,0.00118424,0.00118424,0.00118424
414,10161.9,0.54321,0.40342,0.85852,0.97147,1,0.99439,0.9082,0.437,0.3496,0.81081,0.00118226,0.00118226,0.00118226
415,10176.5,0.5432,0.48458,0.93417,0.97147,1,0.99439,0.9082,0.437,0.3496,0.81081,0.00118028,0.00118028,0.00118028
416,10191.3,0.49853,0.37809,0.88178,0.97136,1,0.99402,0.91021,0.4184,0.34449,0.80764,0.0011783,0.0011783,0.0011783
417,10206.2,0.53945,0.38168,0.84687,0.97136,1,0.99402,0.91021,0.4184,0.34449,0.80764,0.00117632,0.00117632,0.00117632
418,10221,0.53363,0.41465,0.89043,0.9718,1,0.9939,0.90377,0.42444,0.34075,0.80958,0.00117434,0.00117434,0.00117434
419,10235.5,0.54942,0.41499,0.87908,0.9718,1,0.9939,0.90377,0.42444,0.34075,0.80958,0.00117236,0.00117236,0.00117236
420,10250.1,0.50888,0.38924,0.85931,0.97061,1,0.99428,0.90827,0.42611,0.3295,0.81218,0.00117038,0.00117038,0.00117038
421,10264.8,0.54864,0.39285,0.866,0.97061,1,0.99428,0.90827,0.42611,0.3295,0.81218,0.0011684,0.0011684,0.0011684
422,10279.5,0.49716,0.40353,0.867,0.96241,1,0.99404,0.90746,0.44098,0.3396,0.81743,0.00116642,0.00116642,0.00116642
423,10294,0.51391,0.39677,0.86797,0.96241,1,0.99404,0.90746,0.44098,0.3396,0.81743,0.00116444,0.00116444,0.00116444
424,10308.7,0.60367,0.43783,0.86834,0.97441,1,0.99428,0.89372,0.46505,0.33873,0.82588,0.00116246,0.00116246,0.00116246
425,10323.4,0.52758,0.42806,0.89093,0.97441,1,0.99428,0.89372,0.46505,0.33873,0.82588,0.00116048,0.00116048,0.00116048
426,10338,0.53857,0.40047,0.88413,0.98779,0.9985,0.99463,0.89269,0.44592,0.34027,0.82513,0.0011585,0.0011585,0.0011585
427,10352.6,0.52614,0.40497,0.88076,0.98779,0.9985,0.99463,0.89269,0.44592,0.34027,0.82513,0.00115652,0.00115652,0.00115652
428,10367.2,0.49879,0.40455,0.92057,0.98742,1,0.99463,0.90298,0.43098,0.33422,0.81724,0.00115454,0.00115454,0.00115454
429,10381.8,0.50829,0.42889,0.87403,0.98742,1,0.99463,0.90298,0.43098,0.33422,0.81724,0.00115256,0.00115256,0.00115256
430,10396.6,0.5635,0.41364,0.87234,0.98733,1,0.99463,0.89289,0.43951,0.34301,0.81767,0.00115058,0.00115058,0.00115058
431,10411.6,0.47775,0.3712,0.8603,0.98733,1,0.99463,0.89289,0.43951,0.34301,0.81767,0.0011486,0.0011486,0.0011486
432,10426.8,0.53317,0.40053,0.8369,0.98777,0.9974,0.99463,0.89623,0.4403,0.33633,0.81643,0.00114662,0.00114662,0.00114662
433,10441.8,0.52903,0.37221,0.85313,0.98777,0.9974,0.99463,0.89623,0.4403,0.33633,0.81643,0.00114464,0.00114464,0.00114464
434,10456.6,0.50271,0.40272,0.87916,0.97579,0.99504,0.99439,0.90033,0.43792,0.33679,0.81392,0.00114266,0.00114266,0.00114266
435,10471.3,0.6028,0.41433,0.87765,0.97579,0.99504,0.99439,0.90033,0.43792,0.33679,0.81392,0.00114068,0.00114068,0.00114068
436,10486.3,0.59355,0.40101,0.86145,0.99816,0.96296,0.99427,0.90514,0.4269,0.32872,0.8122,0.0011387,0.0011387,0.0011387
437,10501,0.49313,0.37254,0.87056,0.99816,0.96296,0.99427,0.90514,0.4269,0.32872,0.8122,0.00113672,0.00113672,0.00113672
438,10515.7,0.50534,0.39081,0.86699,1,0.97327,0.99452,0.9016,0.44116,0.33581,0.81265,0.00113474,0.00113474,0.00113474
439,10530.2,0.47722,0.37989,0.86371,1,0.97327,0.99452,0.9016,0.44116,0.33581,0.81265,0.00113276,0.00113276,0.00113276
440,10545.4,0.55015,0.39967,0.87644,1,0.97322,0.99464,0.88772,0.45542,0.33105,0.81366,0.00113078,0.00113078,0.00113078
441,10560.2,0.57132,0.40965,0.8622,1,0.97322,0.99464,0.88772,0.45542,0.33105,0.81366,0.0011288,0.0011288,0.0011288
442,10574.9,0.57689,0.40795,0.88719,1,0.97849,0.99476,0.90402,0.43403,0.33439,0.812,0.00112682,0.00112682,0.00112682
443,10589.5,0.49351,0.36433,0.8687,1,0.97849,0.99476,0.90402,0.43403,0.33439,0.812,0.00112484,0.00112484,0.00112484
444,10604.2,0.51409,0.42993,0.88474,0.99756,0.98765,0.99476,0.90947,0.39805,0.31322,0.80793,0.00112286,0.00112286,0.00112286
445,10618.8,0.52708,0.39384,0.881,0.99756,0.98765,0.99476,0.90947,0.39805,0.31322,0.80793,0.00112088,0.00112088,0.00112088
446,10633.8,0.53575,0.39451,0.85347,0.98776,0.99645,0.99488,0.91131,0.38638,0.31326,0.8053,0.0011189,0.0011189,0.0011189
447,10648.5,0.51376,0.37681,0.8327,0.98776,0.99645,0.99488,0.91131,0.38638,0.31326,0.8053,0.00111692,0.00111692,0.00111692
448,10664.5,0.56135,0.39596,0.8572,0.98777,0.99738,0.99488,0.91551,0.38522,0.31345,0.80432,0.00111494,0.00111494,0.00111494
449,10679.6,0.45824,0.37005,0.82114,0.98777,0.99738,0.99488,0.91551,0.38522,0.31345,0.80432,0.00111296,0.00111296,0.00111296
450,10694.3,0.45344,0.3733,0.82952,0.98762,1,0.99488,0.90844,0.40759,0.32166,0.80679,0.00111098,0.00111098,0.00111098
451,10709,0.50922,0.36424,0.86259,0.98762,1,0.99488,0.90844,0.40759,0.32166,0.80679,0.001109,0.001109,0.001109
452,10723.5,0.48795,0.39407,0.87725,0.98577,1,0.99488,0.90833,0.40736,0.31411,0.80625,0.00110702,0.00110702,0.00110702
453,10738.5,0.44341,0.37123,0.87547,0.98577,1,0.99488,0.90833,0.40736,0.31411,0.80625,0.00110504,0.00110504,0.00110504
454,10753.2,0.5105,0.37495,0.86787,0.98575,1,0.99476,0.9174,0.38764,0.31161,0.80354,0.00110306,0.00110306,0.00110306
455,10767.8,0.52778,0.39866,0.87159,0.98575,1,0.99476,0.9174,0.38764,0.31161,0.80354,0.00110108,0.00110108,0.00110108
456,10782.6,0.4932,0.36491,0.86931,0.98382,1,0.99463,0.91371,0.39801,0.30577,0.80526,0.0010991,0.0010991,0.0010991
457,10797.3,0.53116,0.38036,0.85794,0.98382,1,0.99463,0.91371,0.39801,0.30577,0.80526,0.00109712,0.00109712,0.00109712
458,10812,0.52151,0.3846,0.85231,0.98764,0.98688,0.99463,0.91824,0.39348,0.29911,0.80462,0.00109514,0.00109514,0.00109514
459,10826.6,0.5623,0.41855,0.86917,0.98764,0.98688,0.99463,0.91824,0.39348,0.29911,0.80462,0.00109316,0.00109316,0.00109316
460,10841.2,0.50323,0.35993,0.83831,1,0.97155,0.99452,0.91279,0.40147,0.30302,0.80368,0.00109118,0.00109118,0.00109118
461,10855.7,0.57852,0.3876,0.89099,1,0.97155,0.99452,0.91279,0.40147,0.30302,0.80368,0.0010892,0.0010892,0.0010892
462,10870.2,0.4704,0.35386,0.833,1,0.97525,0.99476,0.91124,0.40001,0.30754,0.80116,0.00108722,0.00108722,0.00108722
463,10885,0.56611,0.44319,0.86826,1,0.97525,0.99476,0.91124,0.40001,0.30754,0.80116,0.00108524,0.00108524,0.00108524
464,10899.6,0.55253,0.41958,0.87862,0.98778,0.99759,0.99488,0.92004,0.3856,0.30696,0.79994,0.00108326,0.00108326,0.00108326
465,10915.9,0.51753,0.43687,0.9111,0.98778,0.99759,0.99488,0.92004,0.3856,0.30696,0.79994,0.00108128,0.00108128,0.00108128
466,11116.8,0.5574,0.39232,0.89669,1,0.99662,0.995,0.91635,0.38974,0.30787,0.80151,0.0010793,0.0010793,0.0010793
467,11130.3,0.53717,0.39983,0.88285,1,0.99662,0.995,0.91635,0.38974,0.30787,0.80151,0.00107732,0.00107732,0.00107732
468,11141.9,0.57591,0.41802,0.90828,0.98453,1,0.99488,0.92408,0.3907,0.31349,0.80063,0.00107534,0.00107534,0.00107534
469,11153.8,0.47678,0.34728,0.85958,0.98453,1,0.99488,0.92408,0.3907,0.31349,0.80063,0.00107336,0.00107336,0.00107336
470,11165.6,0.55043,0.40981,0.87945,1,0.99694,0.995,0.91885,0.3795,0.30761,0.79874,0.00107138,0.00107138,0.00107138
471,11177.3,0.44022,0.35617,0.86059,1,0.99694,0.995,0.91885,0.3795,0.30761,0.79874,0.0010694,0.0010694,0.0010694
472,11189.1,0.50351,0.36972,0.85142,1,0.99879,0.995,0.912,0.38233,0.30677,0.79925,0.00106742,0.00106742,0.00106742
473,11200.7,0.55412,0.40394,0.87039,1,0.99879,0.995,0.912,0.38233,0.30677,0.79925,0.00106544,0.00106544,0.00106544
474,11212.4,0.54993,0.38453,0.86381,0.98764,0.98661,0.99365,0.90712,0.38478,0.30532,0.80137,0.00106346,0.00106346,0.00106346
475,11224.2,0.5289,0.39658,0.86255,0.98764,0.98661,0.99365,0.90712,0.38478,0.30532,0.80137,0.00106148,0.00106148,0.00106148
476,11236.3,0.54406,0.39483,0.88356,0.98765,0.98714,0.99375,0.90896,0.3869,0.30678,0.80394,0.0010595,0.0010595,0.0010595
477,11248,0.49877,0.35898,0.85285,0.98765,0.98714,0.99375,0.90896,0.3869,0.30678,0.80394,0.00105752,0.00105752,0.00105752
478,11260.4,0.47601,0.39438,0.86254,0.98765,0.98739,0.99365,0.91621,0.38242,0.31565,0.80316,0.00105554,0.00105554,0.00105554
479,11272.2,0.47734,0.37169,0.83667,0.98765,0.98739,0.99365,0.91621,0.38242,0.31565,0.80316,0.00105356,0.00105356,0.00105356
480,11284.5,0.51107,0.38694,0.85873,0.98763,0.98578,0.99346,0.91716,0.38478,0.31142,0.80156,0.00105158,0.00105158,0.00105158
481,11296.8,0.51575,0.39209,0.87022,0.98763,0.98578,0.99346,0.91716,0.38478,0.31142,0.80156,0.0010496,0.0010496,0.0010496
482,11308.8,0.4605,0.37776,0.87562,0.98538,1,0.99488,0.92381,0.38677,0.31028,0.80087,0.00104762,0.00104762,0.00104762
483,11321.1,0.50195,0.36804,0.88855,0.98538,1,0.99488,0.92381,0.38677,0.31028,0.80087,0.00104564,0.00104564,0.00104564
484,11333.2,0.44975,0.34654,0.84878,0.97537,0.98765,0.98742,0.92044,0.37724,0.3034,0.79763,0.00104366,0.00104366,0.00104366
485,11345.5,0.45737,0.3519,0.8595,0.97537,0.98765,0.98742,0.92044,0.37724,0.3034,0.79763,0.00104168,0.00104168,0.00104168
486,11358,0.51239,0.38492,0.89308,1,0.97071,0.98726,0.93397,0.36685,0.3003,0.79506,0.0010397,0.0010397,0.0010397
487,11370.4,0.48067,0.40173,0.84855,1,0.97071,0.98726,0.93397,0.36685,0.3003,0.79506,0.00103772,0.00103772,0.00103772
488,11386.3,0.46127,0.37587,0.85805,1,0.98435,0.99476,0.93484,0.35977,0.29976,0.79425,0.00103574,0.00103574,0.00103574
489,11427.3,0.43649,0.37698,0.86995,1,0.98435,0.99476,0.93484,0.35977,0.29976,0.79425,0.00103376,0.00103376,0.00103376
490,11448.9,0.46332,0.34825,0.84666,0.99316,0.98765,0.99488,0.92483,0.37327,0.30626,0.79757,0.00103178,0.00103178,0.00103178
491,11461.6,0.52927,0.42727,0.90366,0.99316,0.98765,0.99488,0.92483,0.37327,0.30626,0.79757,0.0010298,0.0010298,0.0010298
492,11474.7,0.52643,0.38128,0.87616,1,0.99795,0.995,0.92673,0.37391,0.31009,0.79884,0.00102782,0.00102782,0.00102782
493,11487.8,0.47414,0.35919,0.86691,1,0.99795,0.995,0.92673,0.37391,0.31009,0.79884,0.00102584,0.00102584,0.00102584
494,11501,0.54541,0.43911,0.87722,0.99438,1,0.995,0.9251,0.36843,0.30063,0.79825,0.00102386,0.00102386,0.00102386
495,11514.3,0.52246,0.39164,0.93931,0.99438,1,0.995,0.9251,0.36843,0.30063,0.79825,0.00102188,0.00102188,0.00102188
496,11527.9,0.436,0.33731,0.83303,0.99651,1,0.995,0.9316,0.36729,0.29686,0.79745,0.0010199,0.0010199,0.0010199
497,11541.6,0.46669,0.352,0.86041,0.99651,1,0.995,0.9316,0.36729,0.29686,0.79745,0.00101792,0.00101792,0.00101792
498,11555.8,0.47064,0.36047,0.81818,1,0.99922,0.995,0.93391,0.36108,0.2918,0.79708,0.00101594,0.00101594,0.00101594
499,11569.9,0.46065,0.36004,0.85368,1,0.99922,0.995,0.93391,0.36108,0.2918,0.79708,0.00101396,0.00101396,0.00101396
500,11584.4,0.53155,0.42942,0.90356,0.98767,0.98858,0.99488,0.93054,0.35724,0.29375,0.79734,0.00101198,0.00101198,0.00101198
501,11598.8,0.46409,0.35369,0.84559,0.98767,0.98858,0.99488,0.93054,0.35724,0.29375,0.79734,0.00101,0.00101,0.00101
502,11614.3,0.47599,0.34067,0.84831,0.9877,0.99149,0.99488,0.93637,0.34776,0.29777,0.79558,0.00100802,0.00100802,0.00100802
503,11629.5,0.45962,0.36901,0.85886,0.9877,0.99149,0.99488,0.93637,0.34776,0.29777,0.79558,0.00100604,0.00100604,0.00100604
504,11644.2,0.45347,0.36808,0.84386,0.98777,0.99695,0.99488,0.93817,0.35778,0.30324,0.7966,0.00100406,0.00100406,0.00100406
505,11659.6,0.44094,0.32669,0.84491,0.98777,0.99695,0.99488,0.93817,0.35778,0.30324,0.7966,0.00100208,0.00100208,0.00100208
506,11674.5,0.46853,0.38428,0.87514,0.98362,1,0.99476,0.94621,0.35513,0.29703,0.79715,0.0010001,0.0010001,0.0010001
507,11689.2,0.49257,0.36653,0.84681,0.98362,1,0.99476,0.94621,0.35513,0.29703,0.79715,0.00099812,0.00099812,0.00099812
508,11704,0.46394,0.37313,0.84223,0.98558,1,0.99476,0.94882,0.34229,0.30134,0.7968,0.00099614,0.00099614,0.00099614
509,11718.5,0.52849,0.38925,0.87574,0.98558,1,0.99476,0.94882,0.34229,0.30134,0.7968,0.00099416,0.00099416,0.00099416
510,11733.3,0.4999,0.39453,0.85576,0.98624,1,0.99488,0.94586,0.3414,0.29863,0.79615,0.00099218,0.00099218,0.00099218
511,11748,0.48827,0.35847,0.84756,0.98624,1,0.99488,0.94586,0.3414,0.29863,0.79615,0.0009902,0.0009902,0.0009902
512,11762.7,0.49853,0.4227,0.90522,0.99301,1,0.995,0.9411,0.33357,0.293,0.79449,0.00098822,0.00098822,0.00098822
513,11777.2,0.51283,0.40319,0.87137,0.99301,1,0.995,0.9411,0.33357,0.293,0.79449,0.00098624,0.00098624,0.00098624
514,11791.6,0.45702,0.3869,0.89331,0.99456,1,0.995,0.9335,0.33677,0.29049,0.79563,0.00098426,0.00098426,0.00098426
515,11806,0.46138,0.36001,0.87283,0.99456,1,0.995,0.9335,0.33677,0.29049,0.79563,0.00098228,0.00098228,0.00098228
516,11820.4,0.43971,0.33328,0.82833,0.99655,1,0.995,0.93201,0.35162,0.29602,0.79729,0.0009803,0.0009803,0.0009803
517,11834.8,0.46064,0.35359,0.86417,0.99655,1,0.995,0.93201,0.35162,0.29602,0.79729,0.00097832,0.00097832,0.00097832
518,11849.6,0.46124,0.36592,0.87216,0.99771,1,0.995,0.93253,0.36027,0.2998,0.79771,0.00097634,0.00097634,0.00097634
519,11864.1,0.56069,0.42956,0.89916,0.99771,1,0.995,0.93253,0.36027,0.2998,0.79771,0.00097436,0.00097436,0.00097436
520,11878.2,0.45185,0.37891,0.8356,1,0.99874,0.995,0.92268,0.37815,0.30506,0.79964,0.00097238,0.00097238,0.00097238
521,11892.2,0.45952,0.35875,0.84354,1,0.99874,0.995,0.92268,0.37815,0.30506,0.79964,0.0009704,0.0009704,0.0009704
522,11906.5,0.57341,0.41342,0.88636,0.99717,0.98765,0.99488,0.9266,0.36812,0.30064,0.79897,0.00096842,0.00096842,0.00096842
523,11920.6,0.53416,0.39096,0.85062,0.99717,0.98765,0.99488,0.9266,0.36812,0.30064,0.79897,0.00096644,0.00096644,0.00096644
524,11934.7,0.42407,0.34897,0.85799,0.98773,0.99365,0.99488,0.93549,0.34995,0.29911,0.79566,0.00096446,0.00096446,0.00096446
525,11948.8,0.4112,0.32247,0.8385,0.98773,0.99365,0.99488,0.93549,0.34995,0.29911,0.79566,0.00096248,0.00096248,0.00096248
526,11963.1,0.50152,0.38553,0.86195,0.98645,1,0.99476,0.94322,0.34792,0.30192,0.79471,0.0009605,0.0009605,0.0009605
527,11977.2,0.43838,0.3528,0.87133,0.98645,1,0.99476,0.94322,0.34792,0.30192,0.79471,0.00095852,0.00095852,0.00095852
528,11991.1,0.47439,0.3858,0.86243,1,0.97316,0.9944,0.94363,0.35314,0.2991,0.79348,0.00095654,0.00095654,0.00095654
529,12005.2,0.46101,0.36082,0.85194,1,0.97316,0.9944,0.94363,0.35314,0.2991,0.79348,0.00095456,0.00095456,0.00095456
530,12019.1,0.48741,0.36553,0.83648,1,0.97325,0.9944,0.93351,0.36625,0.30147,0.79437,0.00095258,0.00095258,0.00095258
531,12033.3,0.48174,0.36299,0.83262,1,0.97325,0.9944,0.93351,0.36625,0.30147,0.79437,0.0009506,0.0009506,0.0009506
532,12047.4,0.47132,0.34714,0.85168,1,0.97284,0.99429,0.93123,0.36525,0.29489,0.79211,0.00094862,0.00094862,0.00094862
533,12061.5,0.49659,0.38071,0.85726,1,0.97284,0.99429,0.93123,0.36525,0.29489,0.79211,0.00094664,0.00094664,0.00094664
534,12075.7,0.47126,0.38533,0.88519,1,0.97157,0.99452,0.94465,0.35771,0.28801,0.79115,0.00094466,0.00094466,0.00094466
535,12090,0.47185,0.35001,0.83717,1,0.97157,0.99452,0.94465,0.35771,0.28801,0.79115,0.00094268,0.00094268,0.00094268
536,12104.4,0.44988,0.34902,0.8328,0.97008,1,0.99439,0.94584,0.35381,0.28697,0.79138,0.0009407,0.0009407,0.0009407
537,12118.7,0.4935,0.39155,0.87812,0.97008,1,0.99439,0.94584,0.35381,0.28697,0.79138,0.00093872,0.00093872,0.00093872
538,12133.6,0.49717,0.37512,0.86687,0.99627,0.96296,0.99416,0.93803,0.35257,0.28929,0.79212,0.00093674,0.00093674,0.00093674
539,12147.9,0.46341,0.35633,0.87841,0.99627,0.96296,0.99416,0.93803,0.35257,0.28929,0.79212,0.00093476,0.00093476,0.00093476
540,12162.3,0.47805,0.36084,0.84693,0.98698,0.97531,0.99427,0.93162,0.3587,0.287,0.79304,0.00093278,0.00093278,0.00093278
541,12176.5,0.41923,0.34485,0.83869,0.98698,0.97531,0.99427,0.93162,0.3587,0.287,0.79304,0.0009308,0.0009308,0.0009308
542,12190.6,0.37618,0.31567,0.84971,0.98608,0.98765,0.99428,0.93787,0.3515,0.28458,0.79156,0.00092882,0.00092882,0.00092882
543,12204.8,0.48465,0.35932,0.85704,0.98608,0.98765,0.99428,0.93787,0.3515,0.28458,0.79156,0.00092684,0.00092684,0.00092684
544,12219,0.49131,0.38056,0.88662,1,0.98658,0.99476,0.9373,0.35072,0.28817,0.79131,0.00092486,0.00092486,0.00092486
545,12234,0.43129,0.33838,0.80052,1,0.98658,0.99476,0.9373,0.35072,0.28817,0.79131,0.00092288,0.00092288,0.00092288
546,12248.5,0.46389,0.39136,0.88604,1,0.98635,0.995,0.93654,0.34798,0.285,0.79243,0.0009209,0.0009209,0.0009209
547,12262.5,0.42952,0.33951,0.84121,1,0.98635,0.995,0.93654,0.34798,0.285,0.79243,0.00091892,0.00091892,0.00091892
548,12276.6,0.42922,0.33294,0.84803,1,0.98623,0.995,0.93422,0.34842,0.28567,0.79408,0.00091694,0.00091694,0.00091694
549,12290.7,0.47286,0.36938,0.87258,1,0.98623,0.995,0.93422,0.34842,0.28567,0.79408,0.00091496,0.00091496,0.00091496
550,12305,0.42422,0.33996,0.83512,1,0.98626,0.99488,0.93168,0.36112,0.29612,0.79824,0.00091298,0.00091298,0.00091298
551,12319.1,0.43086,0.34289,0.82375,1,0.98626,0.99488,0.93168,0.36112,0.29612,0.79824,0.000911,0.000911,0.000911
552,12333.4,0.46788,0.33608,0.86743,0.98053,1,0.99476,0.93027,0.36118,0.29977,0.79816,0.00090902,0.00090902,0.00090902
553,12347.9,0.42911,0.32633,0.82963,0.98053,1,0.99476,0.93027,0.36118,0.29977,0.79816,0.00090704,0.00090704,0.00090704
554,12362.2,0.44279,0.33841,0.86008,0.99964,0.97531,0.99441,0.93622,0.34717,0.29949,0.79531,0.00090506,0.00090506,0.00090506
555,12376.6,0.41032,0.31125,0.84059,0.99964,0.97531,0.99441,0.93622,0.34717,0.29949,0.79531,0.00090308,0.00090308,0.00090308
556,12391.1,0.47397,0.36849,0.87187,0.98778,0.99831,0.99476,0.94144,0.32598,0.29168,0.79158,0.0009011,0.0009011,0.0009011
557,12405.7,0.4125,0.3384,0.83473,0.98778,0.99831,0.99476,0.94144,0.32598,0.29168,0.79158,0.00089912,0.00089912,0.00089912
558,12420.2,0.4552,0.35351,0.80965,0.99946,0.97531,0.99452,0.94358,0.32628,0.28121,0.79235,0.00089714,0.00089714,0.00089714
559,12435,0.49318,0.38808,0.891,0.99946,0.97531,0.99452,0.94358,0.32628,0.28121,0.79235,0.00089516,0.00089516,0.00089516
560,12449.8,0.44362,0.34724,0.8654,0.98563,1,0.99476,0.93223,0.33576,0.2793,0.79474,0.00089318,0.00089318,0.00089318
561,12464.6,0.48982,0.34182,0.83835,0.98563,1,0.99476,0.93223,0.33576,0.2793,0.79474,0.0008912,0.0008912,0.0008912
